Date,City,Population_Millions,PM2_5,AQI,AQI_Category,Respiratory_Admissions_per_100k,Respiratory_Admissions_EstCases,Cardiovascular_Admissions_per_100k,Cardiovascular_Admissions_EstCases,Asthma_ER_Visits_per_100k,Asthma_ER_Visits_EstCases,Mortality_per_100k,Mortality_EstCases,Health_Risk_Index,City Code
04-08-2019,Jaipur,3.9,88.1,194,Moderate,2.621,102,3.131,122,1.987,78,0.298,12,33,RJ004
05-08-2019,Jaipur,3.9,100.7,234,Poor,2.361,92,3.841,150,1.596,62,0.332,13,33.1,RJ004
06-08-2019,Jaipur,3.9,110,266,Poor,2.43,95,3.229,126,2.025,79,0.341,13,34.2,RJ004
07-08-2019,Jaipur,3.9,84,180,Moderate,2.369,92,3.199,125,1.608,63,0.298,12,30.7,RJ004
08-08-2019,Jaipur,3.9,90.1,500,Severe,2.382,93,3.637,142,1.948,76,0.309,12,33.5,RJ004
09-08-2019,Jaipur,3.9,82.1,173,Moderate,2.539,99,3.353,131,1.864,73,0.305,12,32.9,RJ004
10-08-2019,Jaipur,3.9,74.1,146,Moderate,2.354,92,3.315,129,1.555,61,0.268,10,29.7,RJ004
11-08-2019,Jaipur,3.9,72,139,Moderate,2.536,99,3.607,141,1.725,67,0.27,11,31.6,RJ004
12-08-2019,Jaipur,3.9,100.6,234,Poor,2.417,94,3.318,129,1.858,72,0.32,12,32.9,RJ004
13-08-2019,Jaipur,3.9,90.6,500,Severe,2.617,102,3.277,128,1.693,66,0.301,12,32.1,RJ004
14-08-2019,Jaipur,3.9,116.7,289,Poor,2.445,95,3.681,144,1.994,78,0.335,13,34.9,RJ004
15-08-2019,Jaipur,3.9,102.9,242,Poor,2.647,103,3.482,136,1.934,75,0.261,10,32.4,RJ004
16-08-2019,Jaipur,3.9,76,152,Moderate,2.34,91,3.517,137,1.745,68,0.257,10,30.5,RJ004
17-08-2019,Jaipur,3.9,101,235,Poor,2.678,104,3.306,129,1.74,68,0.335,13,33.6,RJ004
18-08-2019,Jaipur,3.9,83,176,Moderate,2.089,81,3.387,132,1.893,74,0.297,12,31.5,RJ004
19-08-2019,Jaipur,3.9,107.2,256,Poor,2.454,96,3.456,135,1.762,69,0.337,13,33.5,RJ004
20-08-2019,Jaipur,3.9,80.4,167,Moderate,2.605,102,3.256,127,1.679,65,0.293,11,31.7,RJ004
21-08-2019,Jaipur,3.9,71.5,137,Moderate,2.361,92,3.037,118,1.661,65,0.276,11,29.8,RJ004
22-08-2019,Jaipur,3.9,75.7,151,Moderate,2.165,84,3.227,126,1.725,67,0.311,12,31.1,RJ004
23-08-2019,Jaipur,3.9,76.7,155,Moderate,2.313,90,3.208,125,1.652,64,0.28,11,30.2,RJ004
24-08-2019,Jaipur,3.9,75.3,150,Moderate,2.464,96,3.557,139,1.654,64,0.297,12,31.9,RJ004
25-08-2019,Jaipur,3.9,79.7,165,Moderate,2.313,90,3.444,134,1.547,60,0.298,12,30.8,RJ004
26-08-2019,Jaipur,3.9,102.5,240,Poor,2.728,106,3.538,138,1.59,62,0.316,12,33,RJ004
27-08-2019,Jaipur,3.9,117.5,291,Poor,2.803,109,3.486,136,1.982,77,0.335,13,35.5,RJ004
28-08-2019,Jaipur,3.9,68.1,125,Moderate,2.468,96,3.098,121,1.737,68,0.261,10,30.1,RJ004
29-08-2019,Jaipur,3.9,109.3,263,Poor,2.747,107,3.528,138,2.138,83,0.336,13,36.1,RJ004
30-08-2019,Jaipur,3.9,81.9,172,Moderate,2.367,92,3.626,141,1.732,68,0.281,11,31.6,RJ004
31-08-2019,Jaipur,3.9,95.2,215,Poor,2.736,107,3.233,126,1.665,65,0.31,12,32.5,RJ004
01-09-2019,Jaipur,3.9,63.6,110,Moderate,2.502,98,3.34,130,1.497,58,0.246,10,29.2,RJ004
02-09-2019,Jaipur,3.9,98.3,226,Poor,2.508,98,3.332,130,1.711,67,0.31,12,32.2,RJ004
03-09-2019,Jaipur,3.9,58.4,97,Satisfactory,2.098,82,3.225,126,1.642,64,0.252,10,28.6,RJ004
04-09-2019,Jaipur,3.9,95.3,216,Poor,2.155,84,3.378,132,1.685,66,0.309,12,31.1,RJ004
05-09-2019,Jaipur,3.9,94.5,213,Poor,2.657,104,3.497,136,1.863,73,0.315,12,33.9,RJ004
06-09-2019,Jaipur,3.9,93.7,210,Poor,2.262,88,3.369,131,1.831,71,0.3,12,31.8,RJ004
07-09-2019,Jaipur,3.9,79.2,163,Moderate,2.294,89,3.228,126,1.739,68,0.275,11,30.4,RJ004
08-09-2019,Jaipur,3.9,99.7,231,Poor,2.608,102,3.107,121,1.634,64,0.322,13,32.1,RJ004
09-09-2019,Jaipur,3.9,97.3,223,Poor,2.326,91,3.465,135,1.92,75,0.331,13,33.6,RJ004
10-09-2019,Jaipur,3.9,88,193,Moderate,2.835,111,3.496,136,1.994,78,0.298,12,34.4,RJ004
11-09-2019,Jaipur,3.9,102.2,239,Poor,2.585,101,3.458,135,1.696,66,0.329,13,33.3,RJ004
12-09-2019,Jaipur,3.9,90.2,500,Severe,2.706,106,3.369,131,1.701,66,0.307,12,32.8,RJ004
13-09-2019,Jaipur,3.9,100.3,233,Poor,2.697,105,3.742,146,1.681,66,0.319,12,33.8,RJ004
14-09-2019,Jaipur,3.9,90.1,500,Severe,2.106,82,3.712,145,1.777,69,0.314,12,32.3,RJ004
15-09-2019,Jaipur,3.9,95.7,217,Poor,2.626,102,3.631,142,1.837,72,0.313,12,33.9,RJ004
16-09-2019,Jaipur,3.9,101.6,237,Poor,2.543,99,3.511,137,1.802,70,0.349,14,34.4,RJ004
17-09-2019,Jaipur,3.9,86.3,187,Moderate,2.456,96,3.383,132,1.856,72,0.285,11,32,RJ004
18-09-2019,Jaipur,3.9,73.3,143,Moderate,2.395,93,3.09,121,1.815,71,0.277,11,30.8,RJ004
19-09-2019,Jaipur,3.9,97.4,223,Poor,2.683,105,3.029,118,1.641,64,0.311,12,31.9,RJ004
20-09-2019,Jaipur,3.9,112.1,273,Poor,2.859,112,3.784,148,1.884,73,0.336,13,35.9,RJ004
21-09-2019,Jaipur,3.9,98.2,226,Poor,2.347,92,3.448,134,1.837,72,0.304,12,32.4,RJ004
22-09-2019,Jaipur,3.9,98.7,227,Poor,2.542,99,4.124,161,1.827,71,0.331,13,35.2,RJ004
23-09-2019,Jaipur,3.9,93.2,209,Poor,2.711,106,3.28,128,1.732,68,0.314,12,33,RJ004
24-09-2019,Jaipur,3.9,105.8,252,Poor,2.536,99,3.552,139,1.864,73,0.363,14,35.2,RJ004
25-09-2019,Jaipur,3.9,91.3,202,Poor,2.521,98,3.597,140,1.599,62,0.304,12,32.1,RJ004
26-09-2019,Jaipur,3.9,87.3,191,Moderate,2.502,98,3.237,126,1.893,74,0.311,12,32.9,RJ004
27-09-2019,Jaipur,3.9,112.2,273,Poor,2.933,114,3.44,134,1.833,71,0.332,13,35,RJ004
28-09-2019,Jaipur,3.9,86.5,188,Moderate,2.577,100,3.326,130,1.675,65,0.294,11,31.7,RJ004
29-09-2019,Jaipur,3.9,109.2,263,Poor,2.908,113,3.396,132,1.665,65,0.315,12,33.5,RJ004
30-09-2019,Jaipur,3.9,112.8,275,Poor,2.879,112,3.584,140,2.062,80,0.35,14,36.8,RJ004
01-10-2019,Jaipur,3.9,104.5,247,Poor,2.526,99,3.468,135,2.042,80,0.345,13,35.2,RJ004
02-10-2019,Jaipur,3.9,76,152,Moderate,2.456,96,2.907,113,1.699,66,0.303,12,30.9,RJ004
03-10-2019,Jaipur,3.9,96.4,219,Poor,2.828,110,3.438,134,1.64,64,0.311,12,33.1,RJ004
04-10-2019,Jaipur,3.9,93,208,Poor,2.329,91,3.474,135,1.735,68,0.31,12,32.1,RJ004
05-10-2019,Jaipur,3.9,88.5,195,Moderate,2.589,101,3.367,131,1.729,67,0.318,12,32.9,RJ004
06-10-2019,Jaipur,3.9,98.9,228,Poor,2.648,103,3.767,147,1.714,67,0.346,14,34.8,RJ004
07-10-2019,Jaipur,3.9,109,262,Poor,2.542,99,3.553,139,1.887,74,0.329,13,34.2,RJ004
08-10-2019,Jaipur,3.9,89.8,199,Moderate,2.426,95,3.386,132,1.83,71,0.321,13,33,RJ004
09-10-2019,Jaipur,3.9,94.6,213,Poor,2.472,96,3.592,140,1.774,69,0.318,12,33.2,RJ004
10-10-2019,Jaipur,3.9,93.7,210,Poor,2.609,102,3.864,151,1.601,62,0.315,12,33.3,RJ004
11-10-2019,Jaipur,3.9,116.2,287,Poor,2.857,111,3.488,136,1.833,71,0.386,15,36.7,RJ004
12-10-2019,Jaipur,3.9,93.9,211,Poor,2.616,102,3.617,141,1.733,68,0.276,11,32.1,RJ004
13-10-2019,Jaipur,3.9,78.6,161,Moderate,2.242,87,3.692,144,1.658,65,0.271,11,30.7,RJ004
14-10-2019,Jaipur,3.9,73.5,144,Moderate,2.616,102,3.254,127,1.816,71,0.268,10,31.5,RJ004
15-10-2019,Jaipur,3.9,104.4,247,Poor,2.744,107,3.213,125,1.803,70,0.34,13,34.1,RJ004
16-10-2019,Jaipur,3.9,86.8,189,Moderate,2.431,95,3.455,135,1.79,70,0.279,11,31.6,RJ004
17-10-2019,Jaipur,3.9,109.6,264,Poor,2.487,97,3.765,147,2.03,79,0.351,14,35.9,RJ004
18-10-2019,Jaipur,3.9,78.2,160,Moderate,2.291,89,3.266,127,1.692,66,0.271,11,30.1,RJ004
19-10-2019,Jaipur,3.9,91,201,Poor,2.65,103,3.61,141,1.757,69,0.315,12,33.6,RJ004
20-10-2019,Jaipur,3.9,78.6,161,Moderate,2.152,84,3.154,123,1.709,67,0.281,11,29.8,RJ004
21-10-2019,Jaipur,3.9,106.8,255,Poor,2.743,107,3.417,133,2.008,78,0.37,14,36.4,RJ004
22-10-2019,Jaipur,3.9,110.4,267,Poor,2.523,98,3.468,135,2.165,84,0.318,12,34.9,RJ004
23-10-2019,Jaipur,3.9,105.7,251,Poor,2.611,102,3.434,134,1.841,72,0.344,13,34.5,RJ004
24-10-2019,Jaipur,3.9,83.4,177,Moderate,1.947,76,3.176,124,1.854,72,0.297,12,30.5,RJ004
25-10-2019,Jaipur,3.9,89,197,Moderate,2.215,86,3.309,129,1.881,73,0.296,12,31.6,RJ004
26-10-2019,Jaipur,3.9,104.7,248,Poor,2.458,96,3.05,119,1.969,77,0.338,13,33.6,RJ004
27-10-2019,Jaipur,3.9,74.5,147,Moderate,2.273,89,3.442,134,1.757,69,0.267,10,30.6,RJ004
28-10-2019,Jaipur,3.9,97.6,224,Poor,2.639,103,3.429,134,1.795,70,0.318,12,33.5,RJ004
29-10-2019,Jaipur,3.9,125.7,305,Very Poor,2.726,106,3.815,149,2.122,83,0.359,14,37.3,RJ004
30-10-2019,Jaipur,3.9,99,228,Poor,2.825,110,3.41,133,1.611,63,0.322,13,33.3,RJ004
31-10-2019,Jaipur,3.9,78.5,161,Moderate,2.5,97,2.966,116,1.635,64,0.289,11,30.4,RJ004
01-11-2019,Jaipur,3.9,92.7,207,Poor,2.401,94,3.461,135,1.893,74,0.305,12,32.8,RJ004
02-11-2019,Jaipur,3.9,92.6,206,Poor,2.681,105,3.261,127,1.647,64,0.318,12,32.6,RJ004
03-11-2019,Jaipur,3.9,136.7,313,Very Poor,2.664,104,3.861,151,2.239,87,0.389,15,38.8,RJ004
04-11-2019,Jaipur,3.9,129.3,307,Very Poor,2.614,102,3.542,138,1.817,71,0.386,15,36,RJ004
05-11-2019,Jaipur,3.9,114.7,282,Poor,2.617,102,3.935,153,1.992,78,0.324,13,35.5,RJ004
06-11-2019,Jaipur,3.9,97.9,225,Poor,2.771,108,3.239,126,1.654,65,0.308,12,32.5,RJ004
07-11-2019,Jaipur,3.9,122.6,302,Very Poor,2.828,110,3.604,141,2.02,79,0.362,14,36.9,RJ004
08-11-2019,Jaipur,3.9,85.8,186,Moderate,2.613,102,3.482,136,1.633,64,0.321,13,32.9,RJ004
09-11-2019,Jaipur,3.9,121,301,Very Poor,2.963,116,3.473,135,2,78,0.366,14,37,RJ004
10-11-2019,Jaipur,3.9,118.9,296,Poor,2.797,109,3.25,127,1.904,74,0.359,14,35.4,RJ004
11-11-2019,Jaipur,3.9,102,239,Poor,2.36,92,3.403,133,1.864,73,0.342,13,33.7,RJ004
12-11-2019,Jaipur,3.9,122.6,302,Very Poor,2.746,107,3.164,123,1.99,78,0.346,14,35,RJ004
13-11-2019,Jaipur,3.9,97.7,224,Poor,2.771,108,3.278,128,1.888,74,0.325,13,34.2,RJ004
14-11-2019,Jaipur,3.9,84.9,183,Moderate,2.234,87,3.321,130,1.735,68,0.301,12,31.2,RJ004
15-11-2019,Jaipur,3.9,120.7,500,Severe,2.647,103,3.755,146,1.918,75,0.349,14,35.7,RJ004
16-11-2019,Jaipur,3.9,104,245,Poor,2.394,93,3.512,137,1.805,70,0.338,13,33.6,RJ004
17-11-2019,Jaipur,3.9,115.1,283,Poor,2.639,103,3.427,134,1.843,72,0.321,13,33.8,RJ004
18-11-2019,Jaipur,3.9,134.6,311,Very Poor,2.914,114,3.515,137,2.131,83,0.403,16,38.8,RJ004
19-11-2019,Jaipur,3.9,94.5,213,Poor,2.71,106,3.293,128,1.796,70,0.343,13,34.2,RJ004
20-11-2019,Jaipur,3.9,103.8,245,Poor,2.529,99,3.644,142,1.792,70,0.343,13,34.4,RJ004
21-11-2019,Jaipur,3.9,131.2,309,Very Poor,2.816,110,3.278,128,2.08,81,0.385,15,37.2,RJ004
22-11-2019,Jaipur,3.9,117.1,290,Poor,2.392,93,3.344,130,1.973,77,0.342,13,34.1,RJ004
23-11-2019,Jaipur,3.9,95.6,217,Poor,2.25,88,3.106,121,1.917,75,0.345,13,33.1,RJ004
24-11-2019,Jaipur,3.9,91.7,203,Poor,2.661,104,3.51,137,1.68,66,0.263,10,31.4,RJ004
25-11-2019,Jaipur,3.9,98.6,227,Poor,2.07,81,3.738,146,1.663,65,0.308,12,31.5,RJ004
26-11-2019,Jaipur,3.9,95.5,216,Poor,2.409,94,3.528,138,1.794,70,0.309,12,32.7,RJ004
27-11-2019,Jaipur,3.9,111.1,270,Poor,2.702,105,3.627,141,1.66,65,0.329,13,33.8,RJ004
28-11-2019,Jaipur,3.9,108.7,261,Poor,2.618,102,3.369,131,1.825,71,0.329,13,33.8,RJ004
29-11-2019,Jaipur,3.9,112.1,273,Poor,2.159,84,3.599,140,1.797,70,0.367,14,34,RJ004
30-11-2019,Jaipur,3.9,94.5,213,Poor,2.587,101,3.252,127,1.703,66,0.303,12,32,RJ004
01-12-2019,Jaipur,3.9,106.9,255,Poor,2.441,95,3.35,131,1.625,63,0.342,13,32.7,RJ004
02-12-2019,Jaipur,3.9,75.6,151,Moderate,2.428,95,3.303,129,1.718,67,0.276,11,30.9,RJ004
03-12-2019,Jaipur,3.9,110.6,268,Poor,2.497,97,3.497,136,1.875,73,0.329,13,33.9,RJ004
04-12-2019,Jaipur,3.9,127.1,306,Very Poor,2.574,100,3.961,154,1.93,75,0.406,16,37.9,RJ004
05-12-2019,Jaipur,3.9,86,186,Moderate,2.197,86,3.537,138,1.832,71,0.288,11,31.6,RJ004
06-12-2019,Jaipur,3.9,116.4,288,Poor,2.569,100,3.544,138,1.903,74,0.378,15,36,RJ004
07-12-2019,Jaipur,3.9,99.2,229,Poor,2.72,106,3.781,147,1.815,71,0.337,13,35.2,RJ004
08-12-2019,Jaipur,3.9,121.7,302,Very Poor,2.588,101,4.059,158,1.997,78,0.343,13,36.4,RJ004
09-12-2019,Jaipur,3.9,111.6,271,Poor,2.541,99,3.498,136,1.884,73,0.341,13,34.5,RJ004
10-12-2019,Jaipur,3.9,115.7,285,Poor,2.511,98,3.596,140,1.858,72,0.397,15,36.3,RJ004
11-12-2019,Jaipur,3.9,110.4,267,Poor,2.393,93,3.228,126,1.814,71,0.33,13,32.8,RJ004
12-12-2019,Jaipur,3.9,130.6,308,Very Poor,2.543,99,3.631,142,1.83,71,0.397,15,36.4,RJ004
13-12-2019,Jaipur,3.9,115.1,283,Poor,2.653,103,3.369,131,1.872,73,0.365,14,35.3,RJ004
14-12-2019,Jaipur,3.9,98.6,227,Poor,2.903,113,3.039,119,1.911,75,0.308,12,33.6,RJ004
15-12-2019,Jaipur,3.9,111.4,271,Poor,2.75,107,3.7,144,1.906,74,0.356,14,36.1,RJ004
16-12-2019,Jaipur,3.9,104.1,246,Poor,2.654,104,3.477,136,1.771,69,0.3,12,32.9,RJ004
17-12-2019,Jaipur,3.9,112.7,275,Poor,2.917,114,3.317,129,1.957,76,0.363,14,36.3,RJ004
18-12-2019,Jaipur,3.9,103.5,244,Poor,2.627,102,3.073,120,1.864,73,0.329,13,33.4,RJ004
19-12-2019,Jaipur,3.9,99.6,230,Poor,2.698,105,3.306,129,1.743,68,0.281,11,31.9,RJ004
20-12-2019,Jaipur,3.9,113.5,278,Poor,2.643,103,3.362,131,2.022,79,0.34,13,35.1,RJ004
21-12-2019,Jaipur,3.9,111.4,271,Poor,2.669,104,3.47,135,1.718,67,0.312,12,33.1,RJ004
22-12-2019,Jaipur,3.9,127.4,306,Very Poor,2.46,96,3.203,125,1.942,76,0.355,14,34.3,RJ004
23-12-2019,Jaipur,3.9,104.1,246,Poor,2.511,98,3.544,138,1.731,68,0.32,12,33.1,RJ004
24-12-2019,Jaipur,3.9,79.4,164,Moderate,2.348,92,3.457,135,1.807,70,0.296,12,32,RJ004
25-12-2019,Jaipur,3.9,105.1,249,Poor,2.47,96,3.19,124,1.698,66,0.308,12,31.7,RJ004
26-12-2019,Jaipur,3.9,85.1,183,Moderate,2.359,92,3.016,118,1.632,64,0.286,11,30,RJ004
27-12-2019,Jaipur,3.9,117.6,292,Poor,2.858,111,3.74,146,2.142,84,0.329,13,36.7,RJ004
28-12-2019,Jaipur,3.9,84.5,181,Moderate,2.401,94,3.325,130,1.733,68,0.278,11,31,RJ004
29-12-2019,Jaipur,3.9,95.5,216,Poor,2.491,97,3.541,138,1.858,72,0.339,13,34.2,RJ004
30-12-2019,Jaipur,3.9,105.4,250,Poor,2.914,114,3.484,136,1.83,71,0.336,13,35.2,RJ004
31-12-2019,Jaipur,3.9,135.7,312,Very Poor,2.862,112,3.603,141,1.951,76,0.361,14,36.6,RJ004
01-01-2020,Jaipur,3.9,93.6,210,Poor,2.504,98,3.612,141,1.843,72,0.33,13,34.1,RJ004
02-01-2020,Jaipur,3.9,110.8,269,Poor,2.76,108,3.666,143,1.854,72,0.363,14,36.1,RJ004
03-01-2020,Jaipur,3.9,119.9,300,Poor,2.539,99,3.619,141,1.83,71,0.353,14,34.9,RJ004
04-01-2020,Jaipur,3.9,134.2,311,Very Poor,2.656,104,3.713,145,2.084,81,0.41,16,38.4,RJ004
05-01-2020,Jaipur,3.9,123.1,303,Very Poor,2.605,102,3.462,135,2.05,80,0.402,16,37.3,RJ004
06-01-2020,Jaipur,3.9,128.1,306,Very Poor,2.731,107,3.701,144,2.034,79,0.379,15,37.4,RJ004
07-01-2020,Jaipur,3.9,124.5,304,Very Poor,2.746,107,3.894,152,2.018,79,0.349,14,36.8,RJ004
08-01-2020,Jaipur,3.9,91.7,203,Poor,2.351,92,3.599,140,1.79,70,0.32,12,33,RJ004
09-01-2020,Jaipur,3.9,116.6,288,Poor,2.691,105,3.125,122,1.974,77,0.339,13,34.5,RJ004
10-01-2020,Jaipur,3.9,124.4,304,Very Poor,2.767,108,3.658,143,1.832,71,0.354,14,35.7,RJ004
11-01-2020,Jaipur,3.9,95.8,217,Poor,2.444,95,3.521,137,1.825,71,0.296,12,32.5,RJ004
12-01-2020,Jaipur,3.9,101.8,238,Poor,2.521,98,3.677,143,1.82,71,0.336,13,34.3,RJ004
13-01-2020,Jaipur,3.9,98.2,226,Poor,2.355,92,3.679,143,1.721,67,0.336,13,33.4,RJ004
14-01-2020,Jaipur,3.9,123.2,303,Very Poor,2.422,94,3.661,143,2.132,83,0.359,14,36.2,RJ004
15-01-2020,Jaipur,3.9,109.9,266,Poor,2.412,94,3.226,126,1.886,74,0.364,14,34.3,RJ004
16-01-2020,Jaipur,3.9,105.9,252,Poor,2.68,105,3.441,134,1.738,68,0.323,13,33.5,RJ004
17-01-2020,Jaipur,3.9,90.7,500,Severe,2.566,100,3.225,126,1.744,68,0.301,12,32,RJ004
18-01-2020,Jaipur,3.9,109.9,266,Poor,2.89,113,3.241,126,1.884,73,0.32,12,34.3,RJ004
19-01-2020,Jaipur,3.9,101.9,238,Poor,2.553,100,3.732,146,1.935,75,0.314,12,34.3,RJ004
20-01-2020,Jaipur,3.9,114.8,282,Poor,2.625,102,3.413,133,1.948,76,0.371,14,35.8,RJ004
21-01-2020,Jaipur,3.9,92.8,207,Poor,2.549,99,3.802,148,1.801,70,0.297,12,33.3,RJ004
22-01-2020,Jaipur,3.9,113.7,278,Poor,2.444,95,3.424,134,1.925,75,0.33,13,33.9,RJ004
23-01-2020,Jaipur,3.9,103.9,245,Poor,2.696,105,3.306,129,1.811,71,0.309,12,33.2,RJ004
24-01-2020,Jaipur,3.9,91,201,Poor,2.546,99,3.51,137,1.755,68,0.27,11,31.6,RJ004
25-01-2020,Jaipur,3.9,89.8,199,Moderate,2.342,91,3.366,131,1.884,73,0.284,11,31.7,RJ004
26-01-2020,Jaipur,3.9,92.1,205,Poor,2.551,99,3.45,135,1.99,78,0.279,11,32.8,RJ004
27-01-2020,Jaipur,3.9,107.4,257,Poor,2.694,105,3.36,131,2.046,80,0.32,12,34.7,RJ004
28-01-2020,Jaipur,3.9,112.6,275,Poor,2.397,93,3.386,132,1.744,68,0.339,13,33.1,RJ004
29-01-2020,Jaipur,3.9,114.9,283,Poor,2.784,109,3.408,133,1.798,70,0.343,13,34.7,RJ004
30-01-2020,Jaipur,3.9,115.4,284,Poor,2.549,99,3.294,128,1.839,72,0.354,14,34.3,RJ004
31-01-2020,Jaipur,3.9,98.5,227,Poor,2.063,80,3.625,141,1.838,72,0.325,13,32.6,RJ004
01-02-2020,Jaipur,3.9,127.2,306,Very Poor,2.843,111,3.621,141,1.795,70,0.352,14,35.6,RJ004
02-02-2020,Jaipur,3.9,103.4,243,Poor,2.761,108,3.483,136,1.759,69,0.352,14,34.9,RJ004
03-02-2020,Jaipur,3.9,117.4,291,Poor,2.454,96,3.665,143,1.941,76,0.369,14,35.7,RJ004
04-02-2020,Jaipur,3.9,107.6,258,Poor,2.319,90,3.547,138,1.744,68,0.351,14,33.6,RJ004
05-02-2020,Jaipur,3.9,116.1,287,Poor,2.833,110,3.995,156,1.935,75,0.351,14,36.9,RJ004
06-02-2020,Jaipur,3.9,106.7,255,Poor,2.478,97,3.557,139,1.943,76,0.349,14,34.9,RJ004
07-02-2020,Jaipur,3.9,116.2,287,Poor,2.836,111,3.085,120,2.011,78,0.392,15,36.7,RJ004
08-02-2020,Jaipur,3.9,109.8,265,Poor,2.311,90,3.381,132,1.896,74,0.359,14,34.2,RJ004
09-02-2020,Jaipur,3.9,122.7,302,Very Poor,2.885,113,3.354,131,2.02,79,0.38,15,37.1,RJ004
10-02-2020,Jaipur,3.9,96.7,220,Poor,2.682,105,3.513,137,1.662,65,0.273,11,31.7,RJ004
11-02-2020,Jaipur,3.9,81.6,171,Moderate,2.52,98,3.257,127,1.773,69,0.299,12,32,RJ004
12-02-2020,Jaipur,3.9,94.1,212,Poor,2.204,86,3.506,137,1.968,77,0.315,12,33,RJ004
13-02-2020,Jaipur,3.9,126.3,305,Very Poor,2.623,102,3.425,134,1.761,69,0.361,14,34.7,RJ004
14-02-2020,Jaipur,3.9,106.9,255,Poor,2.73,106,3.51,137,1.938,76,0.321,13,34.6,RJ004
15-02-2020,Jaipur,3.9,110.6,268,Poor,2.331,91,3.378,132,1.906,74,0.356,14,34.2,RJ004
16-02-2020,Jaipur,3.9,92.4,206,Poor,2.418,94,3.326,130,1.908,74,0.335,13,33.7,RJ004
17-02-2020,Jaipur,3.9,110,266,Poor,2.652,103,3.533,138,1.729,67,0.337,13,34.1,RJ004
18-02-2020,Jaipur,3.9,92.6,206,Poor,2.324,91,3.488,136,1.67,65,0.298,12,31.4,RJ004
19-02-2020,Jaipur,3.9,94.8,214,Poor,2.705,106,3.699,144,1.927,75,0.294,11,34,RJ004
20-02-2020,Jaipur,3.9,102.2,239,Poor,2.717,106,3.679,143,1.621,63,0.294,11,32.7,RJ004
21-02-2020,Jaipur,3.9,115.5,285,Poor,2.659,104,3.713,145,1.684,66,0.348,14,34.6,RJ004
22-02-2020,Jaipur,3.9,117.1,290,Poor,2.698,105,3.614,141,2,78,0.369,14,36.6,RJ004
23-02-2020,Jaipur,3.9,117.4,291,Poor,2.546,99,3.421,133,1.627,63,0.365,14,34,RJ004
24-02-2020,Jaipur,3.9,82.9,176,Moderate,2.534,99,3.472,135,1.758,69,0.273,11,31.6,RJ004
25-02-2020,Jaipur,3.9,107.8,258,Poor,2.486,97,3.723,145,1.633,64,0.345,13,33.8,RJ004
26-02-2020,Jaipur,3.9,104.6,247,Poor,2.531,99,3.705,145,1.858,72,0.325,13,34.2,RJ004
27-02-2020,Jaipur,3.9,83.3,177,Moderate,2.377,93,3.352,131,1.703,66,0.266,10,30.4,RJ004
28-02-2020,Jaipur,3.9,107.7,258,Poor,2.8,109,3.402,133,2.063,80,0.297,12,34.4,RJ004
29-02-2020,Jaipur,3.9,103.3,243,Poor,2.74,107,3.615,141,1.683,66,0.33,13,34.1,RJ004
01-03-2020,Jaipur,3.9,115.3,284,Poor,2.462,96,3,117,1.842,72,0.384,15,34.4,RJ004
02-03-2020,Jaipur,3.9,108.3,260,Poor,2.789,109,3.81,149,1.878,73,0.298,12,34.4,RJ004
03-03-2020,Jaipur,3.9,98.1,225,Poor,2.406,94,3.676,143,1.628,64,0.324,13,32.7,RJ004
04-03-2020,Jaipur,3.9,121.3,301,Very Poor,2.948,115,3.485,136,1.805,70,0.36,14,35.9,RJ004
05-03-2020,Jaipur,3.9,71.3,136,Moderate,2.614,102,3.224,126,1.806,70,0.268,10,31.4,RJ004
06-03-2020,Jaipur,3.9,105.3,250,Poor,2.903,113,3.892,152,1.822,71,0.341,13,36.1,RJ004
07-03-2020,Jaipur,3.9,78.2,160,Moderate,2.466,96,3.117,122,1.606,63,0.269,10,29.9,RJ004
08-03-2020,Jaipur,3.9,91.5,203,Poor,2.45,96,3.337,130,1.79,70,0.319,12,32.7,RJ004
09-03-2020,Jaipur,3.9,114.1,280,Poor,2.566,100,3.876,151,1.832,71,0.366,14,35.9,RJ004
10-03-2020,Jaipur,3.9,85.5,185,Moderate,2.516,98,3.143,123,1.698,66,0.311,12,31.8,RJ004
11-03-2020,Jaipur,3.9,82.9,176,Moderate,2.299,90,3.379,132,1.873,73,0.302,12,32.2,RJ004
12-03-2020,Jaipur,3.9,143,318,Very Poor,2.375,93,3.61,141,2.069,81,0.391,15,36.7,RJ004
13-03-2020,Jaipur,3.9,83.6,178,Moderate,2.392,93,3.764,147,1.823,71,0.286,11,32.5,RJ004
14-03-2020,Jaipur,3.9,131.1,309,Very Poor,2.715,106,3.48,136,2.002,78,0.362,14,36.2,RJ004
15-03-2020,Jaipur,3.9,102,239,Poor,2.632,103,3.164,123,1.742,68,0.316,12,32.6,RJ004
16-03-2020,Jaipur,3.9,96.2,219,Poor,2.577,100,3.464,135,1.787,70,0.305,12,32.9,RJ004
17-03-2020,Jaipur,3.9,113.3,277,Poor,2.631,103,3.389,132,2.015,79,0.361,14,35.8,RJ004
18-03-2020,Jaipur,3.9,125.3,304,Very Poor,2.863,112,3.694,144,1.827,71,0.37,14,36.5,RJ004
19-03-2020,Jaipur,3.9,85.8,186,Moderate,2.333,91,3.449,135,1.707,67,0.265,10,30.5,RJ004
20-03-2020,Jaipur,3.9,95.7,217,Poor,2.413,94,3.172,124,1.793,70,0.318,12,32.3,RJ004
